timestamp,original_user_message,event_title,user_selected_calendar_name
2025-11-17T23:45:08.465287,Nationalism In Europe,Nationalism In Europe,Study Timetable
2025-11-17T23:45:08.465406,Read English Chapters,Read English Chapters,Study Timetable
2025-11-17T23:45:08.465524,Recall Agriculture,Recall Agriculture,Study Timetable
2025-11-17T23:45:08.465641,Recall Print and Culture,Recall Print and Culture,Study Timetable
2025-11-17T23:45:08.465760,Recall Globalisation,Recall Globalisation,Study Timetable
2025-11-17T23:45:08.465877,Recall Power Sharing,Recall Power Sharing,Study Timetable
2025-11-17T23:45:08.466008,Recall Print and Culture,Recall Print and Culture,Study Timetable
2025-11-17T23:45:08.466135,Recall Globalisation,Recall Globalisation,Study Timetable
2025-11-17T23:45:08.466254,Recall Power Sharing,Recall Power Sharing,Study Timetable
2025-11-17T23:45:08.466374,Recall Water Resources,Recall Water Resources,Study Timetable
2025-11-17T23:45:08.466491,Solve 20 Math Questions from Surface Area and Volume,Solve 20 Math Questions from Surface Area and Volume,Study Timetable
2025-11-17T23:45:08.466611,Study for AI Practical Exams,Study for AI Practical Exams,Study Timetable
2025-11-17T23:45:08.466729,Solve Questions from Metals and Non Metals,Solve Questions from Metals and Non Metals,Study Timetable
2025-11-17T23:45:08.466847,Recall Water Resources,Recall Water Resources,Study Timetable
2025-11-17T23:45:08.466985,Recall Forest and Wildlife Resources,Recall Forest and Wildlife Resources,Study Timetable
2025-11-17T23:45:08.467113,Recall Resource and Development,Recall Resource and Development,Study Timetable
2025-11-17T23:45:09.075373,Special Assembly,Special Assembly,Personal Events
2025-11-17T23:45:09.075987,Himanshu chachu's birthday,Himanshu chachu's birthday,Personal Events
2025-11-17T23:45:09.076258,Kelvin chachu anniversary,Kelvin chachu anniversary,Personal Events
2025-11-17T23:45:09.076474,Happy birthday!,Happy birthday!,Personal Events
2025-11-17T23:45:09.076687,Sectors of Indian Economy,Sectors of Indian Economy,Personal Events
2025-11-17T23:45:09.076892,Maths Assignments,Maths Assignments,Personal Events
2025-11-17T23:45:09.077128,Reading Doglapan,Reading Doglapan,Personal Events
2025-11-17T23:45:09.077516,Electricity Assginments - 1 and 2,Electricity Assginments - 1 and 2,Personal Events
2025-11-17T23:45:09.077810,Get Ready,Get Ready,Personal Events
2025-11-17T23:45:09.077987,Forest And Wildlife,Forest And Wildlife,Personal Events
2025-11-17T23:45:09.078269,Game Time,Game Time,Personal Events
2025-11-17T23:45:09.078923,Maths Assignment,Maths Assignment,Personal Events
2025-11-17T23:45:09.079533,Learn Svelte,Learn Svelte,Personal Events
2025-11-17T23:45:09.080703,Acid Bases and Salt Test,Acid Bases and Salt Test,Personal Events
2025-11-17T23:45:09.082020,Reading Doglapan,Reading Doglapan,Personal Events
2025-11-17T23:45:09.082394,Agriculture and Sectors of Indian Economy Revision,Agriculture and Sectors of Indian Economy Revision,Personal Events
2025-11-17T23:45:09.082784,Power Nap,Power Nap,Personal Events
2025-11-17T23:45:09.083023,Agriculture and Sectors of Indian Economy Test,Agriculture and Sectors of Indian Economy Test,Personal Events
2025-11-17T23:45:09.083228,Digital Marketing Webinar,Digital Marketing Webinar,Personal Events
2025-11-17T23:45:09.083419,Chemistry Test,Chemistry Test,Personal Events
2025-11-17T23:45:09.083640,Triangles and Areas of circle test,Triangles and Areas of circle test,Personal Events
2025-11-17T23:45:09.084052,Statistics and Quadratic Test,Statistics and Quadratic Test,Personal Events
2025-11-17T23:45:09.084305,Symbiosis Skill class,Symbiosis Skill class,Personal Events
2025-11-17T23:45:09.084528,Symbiosis Skills Classes,Symbiosis Skills Classes,Personal Events
2025-11-17T23:45:09.084750,Light and Electricity Test,Light and Electricity Test,Personal Events
2025-11-17T23:45:09.085085,Acid bases and salts + Metals and non metals,Acid bases and salts + Metals and non metals,Personal Events
2025-11-17T23:45:09.085375,Symbiosis Skills Classes,Symbiosis Skills Classes,Personal Events
2025-11-17T23:45:09.085568,Chapter 12345 and six,Chapter 12345 and six,Personal Events
2025-11-17T23:45:09.085735,Life processes and control and coordination,Life processes and control and coordination,Personal Events
2025-11-17T23:45:09.085911,Dinner - Outside,Dinner - Outside,Personal Events
2025-11-17T23:45:09.086137,Science Exam,Science Exam,Personal Events
2025-11-17T23:45:09.086335,Course App Discussion Meeting,Course App Discussion Meeting,Personal Events
2025-11-17T23:45:09.086521,No Title,No Title,Personal Events
2025-11-17T23:45:09.086711,Ahemdabad Trip Meeting,Ahemdabad Trip Meeting,Personal Events
2025-11-17T23:45:09.086889,Circles Test,Circles Test,Personal Events
2025-11-17T23:45:09.087047,Goa Trip,Goa Trip,Personal Events
2025-11-17T23:45:09.087178,Eye Checkup,Eye Checkup,Personal Events
2025-11-17T23:45:09.087348,Swadhyay speech ,Swadhyay speech ,Personal Events
2025-11-17T23:45:09.087469,Bakliwal Entrance Exam,Bakliwal Entrance Exam,Personal Events
2025-11-17T23:45:09.087591,Cricket with mom,Cricket with mom,Personal Events
2025-11-17T23:45:09.087720,Go for Haircut,Go for Haircut,Personal Events
2025-11-17T23:45:09.087841,Steepgraph Picnic,Steepgraph Picnic,Personal Events
2025-11-17T23:45:09.087968,Kadva Patel Get together,Kadva Patel Get together,Personal Events
2025-11-17T23:45:09.088090,Pre-Boards PTM,Pre-Boards PTM,Personal Events
2025-11-17T23:45:09.088252,Bakliwal Chemistry Lecture,Bakliwal Chemistry Lecture,Personal Events
2025-11-17T23:45:09.088386,Flag Hoisting,Flag Hoisting,Personal Events
2025-11-17T23:45:09.088507,Bakliwal Maths Lecture,Bakliwal Maths Lecture,Personal Events
2025-11-17T23:45:09.088628,Apple Music Subscription ends,Apple Music Subscription ends,Personal Events
2025-11-17T23:45:09.088752,M. Prakash Entrance Test,M. Prakash Entrance Test,Personal Events
2025-11-17T23:45:09.088880,School Farewell,School Farewell,Personal Events
2025-11-17T23:45:09.089000,School PTM ,School PTM ,Personal Events
2025-11-17T23:45:09.089120,Dhanvi Performance @ Swadhyay,Dhanvi Performance @ Swadhyay,Personal Events
2025-11-17T23:45:09.089240,Kung Fu Panda 4 (3D) (U),Kung Fu Panda 4 (3D) (U),Personal Events
2025-11-17T23:45:09.089360,Get together at Farm,Get together at Farm,Personal Events
2025-11-17T23:45:09.089494,Go for Haircut,Go for Haircut,Personal Events
2025-11-17T23:45:09.089612,Haircut,Haircut,Personal Events
2025-11-17T23:45:09.089744,Collect BT Modules + Read a Book,Collect BT Modules + Read a Book,Personal Events
2025-11-17T23:45:09.089868,Mr. & Mrs. Mahi (U),Mr. & Mrs. Mahi (U),Personal Events
2025-11-17T23:45:09.089998,Srikanth (U),Srikanth (U),Personal Events
2025-11-17T23:45:09.090118,Himanshu chachu's birthday,Himanshu chachu's birthday,Personal Events
2025-11-17T23:45:09.090244,Kelvin chachu anniversary,Kelvin chachu anniversary,Personal Events
2025-11-17T23:45:09.090373,Haircut Time,Haircut Time,Personal Events
2025-11-17T23:45:09.090511,Haircut Time,Haircut Time,Personal Events
2025-11-17T23:45:09.090644,Haircut Time,Haircut Time,Personal Events
2025-11-17T23:45:09.090773,Happy birthday!,Happy birthday!,Personal Events
2025-11-17T23:45:09.090907,Swadhyay,Swadhyay,Personal Events
2025-11-17T23:45:09.091064,Swadhyay Pathnatya Practice,Swadhyay Pathnatya Practice,Personal Events
2025-11-17T23:45:09.091250,Swadhyay Pathnatya Practice,Swadhyay Pathnatya Practice,Personal Events
2025-11-17T23:45:09.091401,Swadhyay Pathnatya Practice,Swadhyay Pathnatya Practice,Personal Events
2025-11-17T23:45:09.091542,Swadhyay Pathnatya Practice,Swadhyay Pathnatya Practice,Personal Events
2025-11-17T23:45:09.091714,Practice Swadhyay Intro,Practice Swadhyay Intro,Personal Events
2025-11-17T23:45:09.091883,Swadhyay Pathnatya Practice,Swadhyay Pathnatya Practice,Personal Events
2025-11-17T23:45:09.092026,Pathnatya,Pathnatya,Personal Events
2025-11-17T23:45:09.092165,Pathnatya,Pathnatya,Personal Events
2025-11-17T23:45:09.092304,Pathnatya,Pathnatya,Personal Events
2025-11-17T23:45:09.092455,Pathnatya,Pathnatya,Personal Events
2025-11-17T23:45:09.092579,Go Boom Boom,Go Boom Boom,Personal Events
2025-11-17T23:45:09.092704,Kishan Chachu Wedding Trip,Kishan Chachu Wedding Trip,Personal Events
2025-11-17T23:45:09.092828,Counselling Session - Credit-Linked program in CSE & AI by Daksh Gurukul - IIT Guwahati,Counselling Session - Credit-Linked program in CSE & AI by Daksh Gurukul - IIT Guwahati,Personal Events
2025-11-17T23:45:09.092949,A Minecraft Movie,A Minecraft Movie,Personal Events
2025-11-17T23:45:09.093067,Himanshu chachu's birthday,Himanshu chachu's birthday,Personal Events
2025-11-17T23:45:09.093207,Kelvin chachu anniversary,Kelvin chachu anniversary,Personal Events
2025-11-17T23:45:09.093332,Eye Doctor's Appointment,Eye Doctor's Appointment,Personal Events
2025-11-17T23:45:09.093456,Kelvin Chachu & Radhika Aunty Baby Boy. (Chhathhi),Kelvin Chachu & Radhika Aunty Baby Boy. (Chhathhi),Personal Events
2025-11-17T23:45:09.093575,Happy birthday!,Happy birthday!,Personal Events
2025-11-17T23:45:09.093706,Pathnatya @ Ganeshyam,Pathnatya @ Ganeshyam,Personal Events
2025-11-17T23:45:09.093872,Pathnatya @ Sai Orchid,Pathnatya @ Sai Orchid,Personal Events
2025-11-17T23:45:09.667414,CPS Chemistry & Physics Practicals,CPS Chemistry & Physics Practicals,CPS 
2025-11-17T23:45:09.667749,Physics & Chem Practicals,Physics & Chem Practicals,CPS 
2025-11-17T23:45:09.667909,CPS chemistry practicals ,CPS chemistry practicals ,CPS 
2025-11-17T23:45:09.668082,School Practicals,School Practicals,CPS 
2025-11-17T23:45:09.668214,School Practicals,School Practicals,CPS 
2025-11-17T23:45:09.668363,Chemistry Exam,Chemistry Exam,CPS 
2025-11-17T23:45:09.668491,Mathematics Exam,Mathematics Exam,CPS 
2025-11-17T23:45:09.668633,English Exam,English Exam,CPS 
2025-11-17T23:45:09.668781,CS Exam,CS Exam,CPS 
2025-11-17T23:45:09.668923,Submit Answer sheets and Collect Books,Submit Answer sheets and Collect Books,CPS 
2025-11-17T23:45:09.669061,CPS Practicals,CPS Practicals,CPS 
2025-11-17T23:45:09.669196,Chemistry Practicals,Chemistry Practicals,CPS 
2025-11-17T23:45:09.669328,Chemistry Practicals,Chemistry Practicals,CPS 
2025-11-17T23:45:09.669467,Physics Practicals,Physics Practicals,CPS 
2025-11-17T23:45:09.669608,CS Practicals,CS Practicals,CPS 
2025-11-17T23:45:09.669729,CPS Meeting,CPS Meeting,CPS 
2025-11-17T23:45:09.669849,Chemistry Practicals,Chemistry Practicals,CPS 
2025-11-17T23:45:09.669975,Physics Practicals,Physics Practicals,CPS 
2025-11-17T23:45:09.670095,CS Practicals,CS Practicals,CPS 
2025-11-17T23:45:09.670230,Physics Practicals,Physics Practicals,CPS 
2025-11-17T23:45:09.670363,Chemistry Practical ,Chemistry Practical ,CPS 
2025-11-17T23:45:09.670504,Chemistry Practicals,Chemistry Practicals,CPS 
2025-11-17T23:45:09.670675,English Half Yearly,English Half Yearly,CPS 
2025-11-17T23:45:09.670822,CS Half Yearly,CS Half Yearly,CPS 
2025-11-17T23:45:09.670963,Physics Half Yearly,Physics Half Yearly,CPS 
2025-11-17T23:45:09.671111,Chemistry Half Yearly,Chemistry Half Yearly,CPS 
2025-11-17T23:45:09.671247,Mathematics Half Yearly,Mathematics Half Yearly,CPS 
2025-11-17T23:45:09.671389,CPS CS Submission,CPS CS Submission,CPS 
2025-11-17T23:45:10.587601,BT Lecture,BT Lecture,Bakliwal
2025-11-17T23:45:10.588047,BT Lecture,BT Lecture,Bakliwal
2025-11-17T23:45:10.588281,BT Lecture,BT Lecture,Bakliwal
2025-11-17T23:45:10.588463,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.588626,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.588785,M10 BT Tutorial,M10 BT Tutorial,Bakliwal
2025-11-17T23:45:10.588943,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.589099,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.589254,C13 BT Tutorial,C13 BT Tutorial,Bakliwal
2025-11-17T23:45:10.589409,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.589563,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.589719,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.589880,M10 BT Tutorial,M10 BT Tutorial,Bakliwal
2025-11-17T23:45:10.590036,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.590191,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.590345,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.590497,P7 BT Tutorial,P7 BT Tutorial,Bakliwal
2025-11-17T23:45:10.590668,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.590835,M10 BT Tutorial,M10 BT Tutorial,Bakliwal
2025-11-17T23:45:10.591068,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.591239,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.591450,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.591651,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.591839,P7 BT Tutorial,P7 BT Tutorial,Bakliwal
2025-11-17T23:45:10.592081,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.592279,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.592446,BTEST 3,BTEST 3,Bakliwal
2025-11-17T23:45:10.592588,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.592723,BT PS Centre Doubts Session,BT PS Centre Doubts Session,Bakliwal
2025-11-17T23:45:10.592861,C13 Tutorial,C13 Tutorial,Bakliwal
2025-11-17T23:45:10.593011,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.593144,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.593291,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.593425,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.593561,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.593708,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.593843,M10 Tutorial,M10 Tutorial,Bakliwal
2025-11-17T23:45:10.593979,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.594110,P7 Tutorial,P7 Tutorial,Bakliwal
2025-11-17T23:45:10.594232,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.594366,C13 Tutorial,C13 Tutorial,Bakliwal
2025-11-17T23:45:10.594500,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.594637,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.594770,M10 Tutorial,M10 Tutorial,Bakliwal
2025-11-17T23:45:10.594924,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.595051,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.595170,C13 Tutorial,C13 Tutorial,Bakliwal
2025-11-17T23:45:10.595289,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.595414,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.595532,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.595650,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.595767,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.595885,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.596003,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.596119,P7 Tutorial,P7 Tutorial,Bakliwal
2025-11-17T23:45:10.596236,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.596352,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.596469,C5 Lecture,C5 Lecture,Bakliwal
2025-11-17T23:45:10.596589,C25 Lecture,C25 Lecture,Bakliwal
2025-11-17T23:45:10.596706,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.596829,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.596947,C25 Lecture,C25 Lecture,Bakliwal
2025-11-17T23:45:10.597064,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.597181,C25 Lecture,C25 Lecture,Bakliwal
2025-11-17T23:45:10.597298,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.597416,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.597534,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.597666,C25 Lecture,C25 Lecture,Bakliwal
2025-11-17T23:45:10.597788,C13 Lecture,C13 Lecture,Bakliwal
2025-11-17T23:45:10.597907,P16 Lecture,P16 Lecture,Bakliwal
2025-11-17T23:45:10.598025,M17 Lecture,M17 Lecture,Bakliwal
2025-11-17T23:45:10.598234,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.598362,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.598505,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.598627,C22 Lecture,C22 Lecture,Bakliwal
2025-11-17T23:45:10.598746,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.598865,M19 Lecture,M19 Lecture,Bakliwal
2025-11-17T23:45:10.598984,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.599105,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.599225,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.599357,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.599475,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.599607,C22 Lecture,C22 Lecture,Bakliwal
2025-11-17T23:45:10.599737,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.599871,P18 Lecture,P18 Lecture,Bakliwal
2025-11-17T23:45:10.600004,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.600139,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.600265,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.600399,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.600536,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.600716,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.600871,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.601033,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.601168,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.601314,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.601446,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.601577,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.601736,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.601912,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.602091,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.602284,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.602483,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.602637,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.602779,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.602918,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.603073,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.603195,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.603332,Btest 6,Btest 6,Bakliwal
2025-11-17T23:45:10.603466,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.603603,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.603746,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.603881,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.604016,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.604172,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.604312,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.604466,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.604586,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.604723,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.604851,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.604996,C-12 Lecture,C-12 Lecture,Bakliwal
2025-11-17T23:45:10.605144,C-12 Lecture,C-12 Lecture,Bakliwal
2025-11-17T23:45:10.605269,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.605396,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.605521,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.605666,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.605795,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.605916,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.606035,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.606154,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.606272,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.606390,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.606508,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.606627,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.606745,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.606863,M11 Lecture,M11 Lecture,Bakliwal
2025-11-17T23:45:10.606982,P21 Lecture,P21 Lecture,Bakliwal
2025-11-17T23:45:10.607133,M11 Lecture OR Self Study CN Ex:1 & Ex:2,M11 Lecture OR Self Study CN Ex:1 & Ex:2,Bakliwal
2025-11-17T23:45:10.607261,C12 Lecture,C12 Lecture,Bakliwal
2025-11-17T23:45:10.607382,C12 Lecture - G.O.C,C12 Lecture - G.O.C,Bakliwal
2025-11-17T23:45:10.607501,Travelling + C12 Lecture,Travelling + C12 Lecture,Bakliwal
2025-11-17T23:45:10.607672,Travelling + P21 Lecture,Travelling + P21 Lecture,Bakliwal
2025-11-17T23:45:10.607945,Travelling + P21 Lecture,Travelling + P21 Lecture,Bakliwal
2025-11-17T23:45:10.608124,Travelling + P21 Lecture,Travelling + P21 Lecture,Bakliwal
2025-11-17T23:45:10.608367,Travelling + C12 Lecture,Travelling + C12 Lecture,Bakliwal
2025-11-17T23:45:10.608516,Travelling + C12 Lecture,Travelling + C12 Lecture,Bakliwal
2025-11-17T23:45:10.608661,Travelling + M11 Lecture,Travelling + M11 Lecture,Bakliwal
2025-11-17T23:45:10.608802,Travelling + M11 Lecture + C12 Lecture,Travelling + M11 Lecture + C12 Lecture,Bakliwal
2025-11-17T23:45:10.608940,Travelling + M11 Lecture,Travelling + M11 Lecture,Bakliwal
2025-11-17T23:45:10.609107,Travelling + C12 Lecture + P21 Lecture,Travelling + C12 Lecture + P21 Lecture,Bakliwal
2025-11-17T23:45:10.609382,PTM,PTM,Bakliwal
2025-11-17T23:45:10.609873,Travelling + M11 Lecture,Travelling + M11 Lecture,Bakliwal
2025-11-17T23:45:10.610347,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.611315,P5 Lecture,P5 Lecture,Bakliwal
2025-11-17T23:45:10.612041,Study Room,Study Room,Bakliwal
2025-11-17T23:45:10.612385,P5 Lec,P5 Lec,Bakliwal
2025-11-17T23:45:10.612617,M12 Lecture + Travelling,M12 Lecture + Travelling,Bakliwal
2025-11-17T23:45:10.613000,M12 Lecture + Travelling,M12 Lecture + Travelling,Bakliwal
2025-11-17T23:45:10.613246,M12 Lecture + Travelling,M12 Lecture + Travelling,Bakliwal
2025-11-17T23:45:10.613556,C3 Lecture + Travelling,C3 Lecture + Travelling,Bakliwal
2025-11-17T23:45:10.613964,C3 Lecture + Travelling,C3 Lecture + Travelling,Bakliwal
2025-11-17T23:45:10.614132,BTEST - 14,BTEST - 14,Bakliwal
2025-11-17T23:45:10.614354,P5 Lecture,P5 Lecture,Bakliwal
2025-11-17T23:45:10.614563,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.614780,C3 Lecture,C3 Lecture,Bakliwal
2025-11-17T23:45:10.614976,P5 Lecture,P5 Lecture,Bakliwal
2025-11-17T23:45:10.615141,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.615278,C3 Lecture,C3 Lecture,Bakliwal
2025-11-17T23:45:10.615413,C3 Lecture,C3 Lecture,Bakliwal
2025-11-17T23:45:10.615545,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.615680,P5 Lecture,P5 Lecture,Bakliwal
2025-11-17T23:45:10.615821,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.616030,C3 Lecture,C3 Lecture,Bakliwal
2025-11-17T23:45:10.616176,BTEST - 15,BTEST - 15,Bakliwal
2025-11-17T23:45:10.616341,C3 Lecture,C3 Lecture,Bakliwal
2025-11-17T23:45:10.616481,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.616614,P5 Lecture,P5 Lecture,Bakliwal
2025-11-17T23:45:10.616747,P5 Lecture,P5 Lecture,Bakliwal
2025-11-17T23:45:10.616870,P5 Lecture,P5 Lecture,Bakliwal
2025-11-17T23:45:10.616999,C3 Lecture,C3 Lecture,Bakliwal
2025-11-17T23:45:10.617126,C3 Lecture,C3 Lecture,Bakliwal
2025-11-17T23:45:10.617252,C3 Lecture,C3 Lecture,Bakliwal
2025-11-17T23:45:10.617382,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.617621,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.617800,C03 Lecture ,C03 Lecture ,Bakliwal
2025-11-17T23:45:10.617936,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.618071,C03 Lecture ,C03 Lecture ,Bakliwal
2025-11-17T23:45:10.618207,P5 Lecture ,P5 Lecture ,Bakliwal
2025-11-17T23:45:10.618329,P5 Lecture ,P5 Lecture ,Bakliwal
2025-11-17T23:45:10.618463,C03 Lecture ,C03 Lecture ,Bakliwal
2025-11-17T23:45:10.618597,C03 Lecture ,C03 Lecture ,Bakliwal
2025-11-17T23:45:10.618747,P20 Mentorship,P20 Mentorship,Bakliwal
2025-11-17T23:45:10.618902,P5 Lecture ,P5 Lecture ,Bakliwal
2025-11-17T23:45:10.619025,P5 Lecture ,P5 Lecture ,Bakliwal
2025-11-17T23:45:10.619160,C03 Lecture ,C03 Lecture ,Bakliwal
2025-11-17T23:45:10.619295,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.619429,P5 Lecture [ONLINE],P5 Lecture [ONLINE],Bakliwal
2025-11-17T23:45:10.619563,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.619693,C03 Lecture ,C03 Lecture ,Bakliwal
2025-11-17T23:45:10.619817,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.619936,M12 Lecture,M12 Lecture,Bakliwal
2025-11-17T23:45:10.620053,P5 Lecture [ONLINE],P5 Lecture [ONLINE],Bakliwal
